,frb,utc,mjd,telescope,ra,dec,l,b,frequency,dm,flux,width,fluence,snr,reference,redshift,redshift_measured,ra_error,dec_error,dm_error,raw,notes,high_freq,low_freq
438,FRB20190220A,20/2/2019 13:57,58534.58166,CHIME,48:50.4,+74:09:36,109,37.79,400.2,215.1,0.3,1.97,0.7,10.3,https://www.chime-frb.ca/catalog/FRB20190220A,0.2103,-,14.4,15.6,1.62,,,642.4,400.2
439,FRB20190221A,21/2/2019 6:47,58535.28299,CHIME,50:24.0,+09:54:00,217.64,30.97,444.8,224.8,1.2,2.95,2.3,13.6,https://www.chime-frb.ca/catalog/FRB20190221A,0.2031,-,3,15.6,1.62,,,606.5,400.2
440,FRB20190221B,21/2/2019 17:02,58535.71038,CHIME,07:04.8,+27:51:36,59.63,9.15,400.2,394.7,0.7,6.88,6,13.7,https://www.chime-frb.ca/catalog/FRB20190221B,0.2709,-,12.6,13.2,6.47,,,800.2,400.2
441,FRB20190221C,21/2/2019 19:00,58535.79217,CHIME,04:36.0,+54:40:12,93.9,5.15,664.9,2038,0.6,14.75,7,19.3,https://www.chime-frb.ca/catalog/FRB20190221C,1.5993,-,12,11.4,6.47,,,800.2,454.9
442,FRB20190221D,21/2/2019 23:29,58535.97857,CHIME,39:14.4,+60:55:48,128.7,-1.41,427.2,473.9,0.7,1.97,1.1,10,https://www.chime-frb.ca/catalog/FRB20190221D,0.2133,-,14.4,14.4,1.62,,,800.2,400.2
443,FRB20190222A,22/2/2019 18:46,58536.78196,CHIME,52:14.4,+69:49:48,104.74,15.77,445.3,462.6,1.7,8.85,12,31.2,https://www.chime-frb.ca/catalog/FRB20190222A,0.3862,-,10.2,12.6,3.23,,,498.2,400.2
444,FRB20190222B,22/2/2019 8:34,58536.35735,CHIME,42:45.6,+19:37:12,220.35,59.65,400.2,498.2,0.4,21.63,4,10,https://www.chime-frb.ca/catalog/FRB20190222B,0.4926,-,13.2,3.48,6.47,,,593.5,400.2
445,FRB20190222C,22/2/2019 13:45,58536.57361,CHIME,56:43.2,+40:01:48,63.82,49.83,436.3,522.5,0.4,1.97,0.8,16.2,https://www.chime-frb.ca/catalog/FRB20190222C,0.5117,-,2.4,11.4,1.62,,,536.4,400.2
446,FRB20190222D,22/2/2019 18:47,58536.78284,CHIME,55:36.0,+26:34:12,71.39,-11.94,583.6,894.5,0.8,0.98,0.9,9.4,https://www.chime-frb.ca/catalog/FRB20190222D,0.792,-,13.8,15.6,1.62,,,800.2,400.2
447,FRB20190223A,23/2/2019 3:36,58537.15022,CHIME,18:52.8,+87:39:00,125.01,25.61,444.8,389.8,0.5,3.93,1.6,13.2,https://www.chime-frb.ca/catalog/FRB20190223A,0.3595,-,18,19.2,1.62,,,516.5,400.2
448,FRB20190223B,23/2/2019 18:31,58537.77211,CHIME,46:28.8,+60:33:36,96.92,10.77,638.6,535.4,0.5,1.97,0.8,9,https://www.chime-frb.ca/catalog/FRB20190223B,0.3958,-,13.8,14.4,1.62,,,800.2,400.2
449,FRB20190224A,24/2/2019 2:17,58538.09529,CHIME,02:07.2,+83:23:24,128.19,22.54,408.9,821.7,0.6,16.71,8,11.7,https://www.chime-frb.ca/catalog/FRB20190224A,0.7435,-,15,17.4,6.47,,,497.5,400.2
450,FRB20190224B,24/2/2019 3:48,58538.15884,CHIME,52:57.6,+82:34:12,114.72,28.72,472.7,839.5,2,1.97,4,10,https://www.chime-frb.ca/catalog/FRB20190224B,0.7797,-,14.4,21,1.62,,,800.2,400.2
451,FRB20190224C,24/2/2019 6:00,58538.25043,CHIME,16:12.0,+19:46:48,203.48,27.23,747.4,495,1.4,7.86,8,18.3,https://www.chime-frb.ca/catalog/FRB20190224C,0.448,-,12,13.2,3.23,,,800.2,404.7
452,FRB20190224D,24/2/2019 7:46,58538.32396,CHIME,07:33.6,+89:02:60,122.26,26.39,531.6,752.1,3,1.97,6,29,https://www.chime-frb.ca/catalog/FRB20190224D,0.6937,-,12,13.8,1.62,,,800.2,400.2
453,FRB20190224E,24/2/2019 10:00,58538.41723,CHIME,12:09.6,+61:32:24,131.37,54.93,454.9,435.1,2,1.97,4,46.5,https://www.chime-frb.ca/catalog/FRB20190224E,0.4328,-,2.04,7.8,1.62,,,762.2,400.2
454,FRB20190224F,24/2/2019 1:54,58538.07938,CHIME,02:31.2,+73:38:24.00,135.44,15.61,527.9,600.1,1.5,0.98,1.4,10.6,https://www.wis-tns.org/object/20190224f,0.0946,-,-,-,3.23,,,,
455,FRB20190226A,26/2/2019 1:36,58540.06706,CHIME,55:19.2,+31:55:48,162.48,-16.47,585.2,630.8,0.4,18.68,2.4,9.2,https://www.chime-frb.ca/catalog/FRB20190226A,0.5086,-,6,10.2,1.62,,,800.2,400.2
456,FRB20190226B,26/2/2019 15:48,58540.65835,CHIME,14:16.8,+61:48:36,91.06,28.03,433.3,826.5,0.4,4.92,1.4,10.6,https://www.chime-frb.ca/catalog/FRB20190226B,0.5932,-,13.8,15,3.23,,,745.3,459.4
457,FRB20190226C,26/2/2019 22:45,58540.94814,CHIME,09:50.4,+26:45:36,128.04,-35.94,599.9,393.1,3.6,3.93,13,63.4,https://www.chime-frb.ca/catalog/FRB20190226C,0.7784,-,12.6,3.36,1.62,,,548.3,400.2
458,FRB20190227A,27/2/2019 4:43,58541.19694,CHIME,13:38.4,+56:20:24,160.7,25.57,400.2,331.6,0.5,0.98,0.7,9.4,https://www.chime-frb.ca/catalog/FRB20190227A,0.3545,-,6.6,9,1.62,,,800.2,400.2
459,FRB20190227B,27/2/2019 12:11,58541.50775,CHIME,42:09.6,+39:47:60,69.05,63.8,664.7,439.9,1.8,30.47,36,37.8,https://www.chime-frb.ca/catalog/FRB20190227B,0.3365,-,13.8,4.86,1.62,,,800.2,400.2
460,FRB20190228A,28/2/2019 9:41,58542.40348,CHIME,13:55.2,+22:53:60,235.81,80.02,489.5,1125.8,5,23.59,70,30.5,https://www.chime-frb.ca/catalog/FRB20190228A,0.4418,-,0.3,7.2,25.88,,,800.2,538.4
461,FRB20190228B,28/2/2019 12:44,58542.53106,CHIME,20:02.4,+81:56:24,128.33,20.74,592.1,461,1.8,5.9,9,17.9,https://www.chime-frb.ca/catalog/FRB20190228B,1.0106,-,1.44,12.6,12.94,,,729.1,400.2
462,FRB20190301A,1/3/2019 18:03,58543.75211,CHIME,52:14.4,+69:49:48,104.1,16.98,400.2,461,1.83,3.93,8.6,9.3,https://www.chime-frb.ca/catalog/FRB20190301A,0.3949,-,10.2,12.6,1.62,,,696,503.6
463,FRB20190301A,1/3/2019 18:03,58543.75211,CHIME,52:14.4,+69:49:48,104.1,16.98,400.2,461,1.83,3.93,8.6,9.3,https://www.chime-frb.ca/catalog/FRB20190301A,0.3949,-,10.2,12.6,1.62,,,662.1,487.8
464,FRB20190301B,1/3/2019 2:04,58543.08616,CHIME,38:00.0,+74:04:48,136.83,17.69,400.2,805.5,0.3,11.8,2.3,9.1,https://www.chime-frb.ca/catalog/FRB20190301B,0.5336,-,13.8,16.2,1.62,,,575.5,400.2
465,FRB20190301C,1/3/2019 8:49,58543.36762,CHIME,27:19.2,+34:55:48,184.65,70.03,425.4,1159.7,0.4,5.9,1.5,10.4,https://www.chime-frb.ca/catalog/FRB20190301C,0.7806,-,13.8,13.8,3.23,,,800.2,400.2
466,FRB20190301D,1/3/2019 15:49,58543.65942,CHIME,34:52.8,+74:40:48,105.77,27.22,425.4,1159.7,0.4,5.9,1.5,10.4,https://www.chime-frb.ca/catalog/FRB20190301D,1.07,-,13.2,5.58,1.62,,,562.7,400.2
467,FRB20190302A,2/3/2019 23:37,58544.98412,CHIME,19:12.0,+61:20:24,133.24,0.23,400.2,1009.3,0.6,106.17,30,20.4,https://www.chime-frb.ca/catalog/FRB20190302A,0.6928,-,11.4,11.4,25.88,,,800.2,400.2
468,FRB20190302B,2/3/2019 2:19,58544.09719,CHIME,54:31.2,+62:58:48.00,146.85,12.05,600,452.9,-,-,-,10.2,https://www.wis-tns.org/object/20190302b,0.3253,-,-,-,12.94,,,,
469,FRB20190303A,3/3/2019 11:05,58545.462,CHIME,52:07.2,+48:14:24,97.7,65.79,631.5,223.2,0.5,3.93,3,11.2,https://www.chime-frb.ca/catalog/FRB20190303A,0.2317,-,7.8,13.2,3.23,,,757.7,526.3
470,FRB20190303B,3/3/2019 5:50,58545.24335,CHIME,34:57.6,+66:01:48,149.66,34.9,400.2,192.5,9,4.92,40,52.3,https://www.chime-frb.ca/catalog/FRB20190303B,0.1801,-,1.68,2.82,1.62,,,786.7,400.2
471,FRB20190303C,3/3/2019 8:50,58545.36873,CHIME,32:57.6,+26:19:12,211.11,72.5,449.8,1088.6,0.8,5.9,3.5,15.6,https://www.chime-frb.ca/catalog/FRB20190303C,1.0317,-,12,12.6,1.62,,,800.2,400.2
472,FRB20190303D,3/3/2019 9:23,58545.39157,CHIME,58:16.8,+70:50:24,129.17,45.63,400.2,710.1,0.6,2.95,1.2,9.8,https://www.chime-frb.ca/catalog/FRB20190303D,0.6781,-,15,15.6,1.62,,,704.3,400.2
473,FRB20190304A,4/3/2019 5:28,58546.22791,CHIME,18:02.4,+74:36:36,139.65,32.32,419.4,483.6,0.7,2.95,3,22.3,https://www.chime-frb.ca/catalog/FRB20190304A,0.4598,-,2.16,12.6,1.62,,,504.7,400.2
474,FRB20190304B,4/3/2019 10:53,58546.45349,CHIME,39:26.4,+24:11:24,20.43,78.78,400.2,470.7,0.7,2.95,2.2,20.8,https://www.chime-frb.ca/catalog/FRB20190304B,0.469,-,11.4,12.6,1.62,,,646.5,400.2
475,FRB20190304C,4/3/2019 12:01,58546.50125,CHIME,52:02.4,+26:43:12,39.02,63.14,454.9,564.5,0.5,2.95,1.3,10.8,https://www.chime-frb.ca/catalog/FRB20190304C,0.5538,-,13.8,15,1.62,,,535.2,400.2
476,FRB20190307A,7/3/2019 13:57,58549.5818,CHIME,58:12.0,+09:51:00,28.94,29.56,557.1,352.6,-,6.88,-,12.3,https://www.chime-frb.ca/catalog/FRB20190307A,0.3338,-,12.6,16.2,3.23,,,735.8,421.8
477,FRB20190307B,7/3/2019 14:58,58549.62415,CHIME,56:48.0,+38:23:60,64.58,26.43,656.8,291.1,-,22.61,-,11.8,https://www.chime-frb.ca/catalog/FRB20190307B,0.2753,-,3.84,13.2,6.47,,,800.2,486.8
478,FRB20190308B,8/3/2019 11:12,58550.46699,CHIME,34:21.6,+83:37:12,126.56,21.56,477.2,179.5,1.1,1.97,1.4,10.3,https://www.chime-frb.ca/catalog/FRB20190308B,0.1308,-,2.4,18,1.62,,,587.9,400.2
479,FRB20190308B,8/3/2019 11:12,58550.46699,CHIME,34:21.6,+83:37:12,126.56,21.56,477.2,179.5,1.1,1.97,1.4,10.3,https://www.chime-frb.ca/catalog/FRB20190308B,0.1308,-,2.4,18,1.62,,,585.3,400.2
480,FRB20190308C,8/3/2019 9:30,58550.39632,CHIME,33:26.4,+44:23:24,133,72.42,453.4,498.2,0.5,21.63,5,22.3,https://www.chime-frb.ca/catalog/FRB20190308C,0.4946,-,1.56,10.2,6.47,,,550.7,400.2
481,FRB20190308C,8/3/2019 9:30,58550.39632,CHIME,33:26.4,+44:23:24,133,72.42,453.4,498.2,0.5,21.63,5,22.3,https://www.chime-frb.ca/catalog/FRB20190308C,0.4946,-,1.56,10.2,6.47,,,545.7,400.2
482,FRB20190309A,9/3/2019 15:26,58551.64348,CHIME,35:50.4,+52:24:36,81.36,23.47,442.9,357.5,0.4,1.97,0.7,9.3,https://www.chime-frb.ca/catalog/FRB20190309A,0.3316,-,13.8,14.4,1.62,,,535.8,400.2
483,FRB20190313A,13/3/2019 9:21,58555.39012,CHIME,42:07.2,+65:07:48,124.62,51.97,747.9,365.6,0.4,5.9,1.5,9.4,https://www.chime-frb.ca/catalog/FRB20190313A,0.3665,-,7.8,13.8,3.23,,,800.2,515.8
484,FRB20190313B,13/3/2019 3:20,58555.13896,CHIME,47:55.2,+74:07:48,140.51,25.32,400.2,1192.1,0.7,7.86,2.7,14.1,https://www.chime-frb.ca/catalog/FRB20190313B,1.0886,-,10.8,12.6,1.62,,,800.2,400.2
485,FRB20190316A,16/3/2019 20:42,58558.86267,CHIME,20:55.2,+20:30:36,113.39,-41.8,536.1,516,1.3,1.97,2.5,12.7,https://www.chime-frb.ca/catalog/FRB20190316A,0.5015,-,13.2,14.4,1.62,,,788.2,400.2
486,FRB20190317A,17/3/2019 2:14,58559.09338,CHIME,49:45.6,+44:39:36,166.86,8.76,582.6,1156.5,0.5,1.97,1.2,9.3,https://www.chime-frb.ca/catalog/FRB20190317A,0.9349,-,13.8,13.8,1.62,,,800.2,400.2
487,FRB20190317B,17/3/2019 3:03,58559.12711,CHIME,44:02.4,+49:43:48,165.91,18.72,512.6,425.4,0.7,2.95,1.9,9.9,https://www.chime-frb.ca/catalog/FRB20190317B,0.352,-,4.2,12,1.62,,,800.2,400.2
488,FRB20190317C,17/3/2019 4:47,58559.19933,CHIME,23:16.8,+32:04:12,190.55,32.44,472.6,601.7,0.4,28.51,8,11.4,https://www.chime-frb.ca/catalog/FRB20190317C,0.5585,-,13.2,14.4,6.47,,,759,400.2
489,FRB20190317E,17/3/2019 14:40,58559.61172,CHIME,17:28.8,+13:15:00,41.06,13.53,800.2,800.7,2.2,3.93,7,14.9,https://www.chime-frb.ca/catalog/FRB20190317E,0.6922,-,11.4,13.8,1.62,,,800.2,400.2
490,FRB20190317F,17/3/2019 12:09,58559.50689,CHIME,45:00.0,+47:02:60,75.21,50.73,434.8,1125.8,1.6,20.64,30,53.6,https://www.chime-frb.ca/catalog/FRB20190317F,1.0597,-,2.82,7.2,12.94,,,768.8,400.2
491,FRB20190318A,18/3/2019 17:44,58560.73892,CHIME,36:26.4,+74:27:36,110.47,16.71,402.9,420.5,1.6,12.78,14,24.8,https://www.chime-frb.ca/catalog/FRB20190318A,0.35,-,6.6,10.8,6.47,,,800.2,400.2
492,FRB20190319A,19/3/2019 3:46,58561.15697,CHIME,33:43.2,+05:43:12,212.43,11.65,640.9,2041.3,2.8,8.85,19,22.3,https://www.chime-frb.ca/catalog/FRB20190319A,1.83,-,8.4,13.8,3.23,,,800.2,400.2
493,FRB20190320A,20/3/2019 0:21,58562.01461,CHIME,06:24.0,+63:21:36,142.83,8.29,400.2,613,0.9,2.95,4,15.7,https://www.chime-frb.ca/catalog/FRB20190320A,0.422,-,12,12,1.62,,,800.2,400.2
494,FRB20190320B,20/3/2019 12:47,58562.53303,CHIME,41:36.0,+39:37:48,63.47,40.63,400.2,490.1,0.7,2.95,1.9,17.9,https://www.chime-frb.ca/catalog/FRB20190320B,0.477,-,13.8,13.2,1.62,,,800.2,400.2
495,FRB20190320C,20/3/2019 13:08,58562.54789,CHIME,58:55.2,+22:22:48,42.7,34.14,442,367.2,1.2,3.93,3.1,11.4,https://www.chime-frb.ca/catalog/FRB20190320C,0.3564,-,13.2,15,1.62,,,800.2,400.2
496,FRB20190320D,20/3/2019 13:33,58562.56468,CHIME,28:52.8,+59:04:12,87.69,33.54,634.8,1151.7,0.5,33.42,11,12.5,https://www.chime-frb.ca/catalog/FRB20190320D,1.073,-,13.8,13.2,12.94,,,800.2,400.2
497,FRB20190320E,20/3/2019 23:19,58562.97183,CHIME,06:33.6,+89:09:36,123.35,26.47,592.6,299.2,4,2.95,12,32.7,https://www.chime-frb.ca/catalog/FRB20190320E,0.2747,-,9.6,12,1.62,,,800.2,400.2
498,FRB20190322A,22/3/2019 3:28,58564.14449,CHIME,23:00.0,+51:17:60,166.31,25.6,563,1054.6,0.6,23.59,10,19,https://www.chime-frb.ca/catalog/FRB20190322A,0.9566,-,11.4,11.4,6.47,,,800.2,400.2
499,FRB20190322B,22/3/2019 4:44,58564.19786,CHIME,48:07.2,+73:20:24,140.54,34.12,400.2,577.4,0.6,2.95,2,10.1,https://www.chime-frb.ca/catalog/FRB20190322B,0.549,-,14.4,15.6,1.62,,,725.7,400.2
500,FRB20190322C,22/3/2019 15:44,58564.65576,CHIME,45:26.4,+70:42:00,102.76,21.21,400.2,1192.1,4,2.95,13,53.1,https://www.chime-frb.ca/catalog/FRB20190322C,1.0839,-,8.4,9,1.62,,,800.2,400.2
501,FRB20190322D,22/3/2019 7:00,58564.29181,UTMOST,46:14.5,-66:55:27.80,278.17,-36.92,-36.92,724.2,-,1.35,16,12,https://www.wis-tns.org/object/20190322d,0.6747,-,8.5,510,-,,,,
502,FRB20190323A,23/3/2019 3:27,58565.14442,CHIME,29:28.8,+34:27:36,184.44,22.3,542.7,855.7,0.7,3.93,2.7,14.7,https://www.chime-frb.ca/catalog/FRB20190323A,0.7566,-,12,12.6,1.62,,,800.2,400.2
503,FRB20190323B,23/3/2019 8:42,58565.36315,CHIME,52:52.8,+77:14:24,122.62,40.09,586.4,787.7,7,0.98,11,57.2,https://www.chime-frb.ca/catalog/FRB20190323B,0.7456,-,2.52,9,1.62,,,800.2,400.2
504,FRB20190323C,23/3/2019 9:17,58565.38694,CHIME,18:00.0,+40:04:12,101.55,75.93,454.3,380.1,0.6,2.95,1.4,11.5,https://www.chime-frb.ca/catalog/FRB20190323C,0.3853,-,13.2,13.8,1.62,,,722.5,400.2
505,FRB20190323D,23/3/2019 23:47,58565.9913,CHIME,47:31.2,+46:55:48,151.43,-5.97,400.2,760.2,0.4,12.78,2.5,9.4,https://www.chime-frb.ca/catalog/FRB20190323D,0.5654,-,14.4,14.4,3.23,,,528.8,400.2
506,FRB20190325A,25/3/2019 4:19,58567.18039,CHIME,41:38.4,+83:04:12,130.05,30.13,400.2,357.5,1.3,2.95,5,13.3,https://www.chime-frb.ca/catalog/FRB20190325A,0.3383,-,13.2,15.6,1.62,,,800.2,400.2
507,FRB20190325B,25/3/2019 8:03,58567.33568,CHIME,15:40.8,+30:19:12,187.68,81.5,476.9,1730.7,0.7,6.88,3.8,9.8,https://www.chime-frb.ca/catalog/FRB20190325B,1.6449,-,13.2,4.26,3.23,,,800.2,400.2
508,FRB20190325C,25/3/2019 23:26,58567.97646,CHIME,35:24.0,+60:10:12,142,3.51,542.7,799,0.6,8.85,3.8,11.7,https://www.chime-frb.ca/catalog/FRB20190325C,0.5159,-,13.2,13.2,3.23,,,800.2,400.2
509,FRB20190326A,26/3/2019 6:39,58568.27726,CHIME,47:36.0,+74:13:12,133.53,40.25,458,283.1,1,0.98,1.5,11.7,https://www.chime-frb.ca/catalog/FRB20190326A,0.2796,-,13.2,14.4,1.62,,,791.7,400.2
510,FRB20190327A,27/3/2019 14:27,58569.60241,CHIME,45:14.4,+34:16:48,63.78,16.1,400.2,347.8,2.4,1.97,5,31.9,https://www.chime-frb.ca/catalog/FRB20190327A,0.3001,-,9.6,3.12,1.62,,,800.2,400.2
511,FRB20190328A,28/3/2019 3:46,58570.15749,CHIME,01:24.0,+59:06:00,158.17,31.92,400.2,1303.7,0.4,9.83,2.7,10.2,https://www.chime-frb.ca/catalog/FRB20190328A,1.2063,-,14.4,14.4,3.23,,,800.2,400.2
512,FRB20190328B,28/3/2019 9:48,58570.40886,CHIME,17:52.8,+86:50:60,122.54,30.29,559.5,564.5,0.7,4.92,2.1,9.3,https://www.chime-frb.ca/catalog/FRB20190328B,0.5332,-,16.8,18.6,1.62,,,800.2,400.2
513,FRB20190328C,28/3/2019 12:25,58570.51751,CHIME,55:19.2,+81:57:36,130.59,23.07,459,470.7,5,4.92,15,18.2,https://www.chime-frb.ca/catalog/FRB20190328C,0.4261,-,12,16.8,1.62,,,800.2,400.2
514,FRB20190329A,29/3/2019 23:58,58571.99886,CHIME,22:09.6,+73:37:48,136.35,16.49,432.3,189.2,0.5,11.8,2.2,11.7,https://www.chime-frb.ca/catalog/FRB20190329A,0.1015,-,11.4,16.2,1.62,,,473.9,400.2
515,FRB20190329B,29/3/2019 1:20,58571.05594,CHIME,51:36.0,+76:16:12,137.25,22.63,500.4,406,-,5.9,-,15.3,https://www.chime-frb.ca/catalog/FRB20190329B,0.3615,-,14.4,15,1.62,,,746.6,400.2
516,FRB20190329C,29/3/2019 14:12,58571.59191,CHIME,39:09.6,+51:37:48,80.84,22.23,800.2,1256.8,-,4.92,-,26.7,https://www.chime-frb.ca/catalog/FRB20190329C,1.154,-,1.38,8.4,1.62,,,800.2,400.2
517,FRB20190330A,30/3/2019 9:07,58572.3805,CHIME,36:21.6,+38:21:36,85.61,75.37,400.2,509.5,0.4,1.97,1.1,9.4,https://www.chime-frb.ca/catalog/FRB20190330A,0.5052,-,13.2,5.22,1.62,,,800.2,400.2
518,FRB20190330B,30/3/2019 13:26,58572.56036,CHIME,57:38.4,+52:48:36,80.4,29.24,435.9,668,2.8,1.97,5,44.9,https://www.chime-frb.ca/catalog/FRB20190330B,0.6294,-,2.22,8.4,1.62,,,800.2,400.2
519,FRB20190401A,1/4/2019 8:36,58574.35864,CHIME,07:12.0,+79:54:36,122.12,37.19,479.1,779.6,1.1,10.81,9,22.9,https://www.chime-frb.ca/catalog/FRB20190401A,0.7358,-,11.4,12.6,3.23,,,800.2,400.2
520,FRB20190402A,2/4/2019 7:10,58575.29873,CHIME,54:26.4,+47:06:00,148.4,67.12,453.3,1287.5,0.3,15.73,1.3,10.9,https://www.chime-frb.ca/catalog/FRB20190402A,1.2166,-,13.8,13.2,6.47,,,657.4,400.2
521,FRB20190403A,3/4/2019 2:37,58576.10938,CHIME,45:19.2,+86:21:36,126.92,27.88,513.6,519.2,1.1,2.95,3.2,10.8,https://www.chime-frb.ca/catalog/FRB20190403A,0.4853,-,14.4,17.4,1.62,,,800.2,400.2
522,FRB20190403B,3/4/2019 4:19,58576.18048,CHIME,01:52.8,+01:27:36,227.7,29.5,453.2,291.1,3,10.81,24,18.9,https://www.chime-frb.ca/catalog/FRB20190403B,0.2729,-,10.8,5.4,6.47,,,714.3,400.2
523,FRB20190403C,3/4/2019 11:48,58576.49223,CHIME,39:19.2,+58:42:00,88.33,39.91,400.2,933.3,0.4,4.92,1.5,9,https://www.chime-frb.ca/catalog/FRB20190403C,0.8792,-,14.4,15,1.62,,,659,400.2
524,FRB20190403D,3/4/2019 17:27,58576.72777,CHIME,46:07.2,+84:17:24,118.4,23.14,400.2,613,0.7,2.95,1.8,10.9,https://www.chime-frb.ca/catalog/FRB20190403D,0.5605,-,15.6,17.4,1.62,,,700.9,400.2
525,FRB20190403E,3/4/2019 21:14,58576.88539,CHIME,40:52.8,+86:32:24,121.22,30.22,620.6,220,4,18.68,80,23.7,https://www.chime-frb.ca/catalog/FRB20190403E,0.2043,-,5.16,16.2,12.94,,,798.7,482.1
526,FRB20190403F,3/4/2019 22:07,58576.9217,CHIME,53:21.6,+33:08:24,150.84,-22.93,400.2,666.4,0.6,14.75,7,11.9,https://www.chime-frb.ca/catalog/FRB20190403F,0.6052,-,12,12,6.47,,,800.2,400.2
527,FRB20190403G,3/4/2019 0:42,58576.02953,CHIME,26:57.6,+25:46:48,180.46,-5.16,506.6,865.4,0.8,1.97,1.6,11.4,https://www.chime-frb.ca/catalog/FRB20190403G,0.6236,-,13.2,15,1.62,,,603.2,425.5
528,FRB20190404A,4/4/2019 4:41,58577.19521,CHIME,32:24.0,+36:53:60,186.83,46.77,400.2,1353.8,1.2,4.92,4,24.3,https://www.chime-frb.ca/catalog/FRB20190404A,1.2711,-,5.76,10.2,1.62,,,800.2,400.2
529,FRB20190404B,4/4/2019 12:32,58577.5224,CHIME,19:09.6,+40:00:00,64.5,34.72,400.2,490.1,9,0.98,16,134,https://www.chime-frb.ca/catalog/FRB20190404B,0.4729,-,6.6,7.8,1.62,,,725.3,400.2
530,FRB20190405A,5/4/2019 17:34,58578.73225,CHIME,28:04.8,+20:57:36,83.47,-30.74,460,423.8,0.7,13.76,3,9.6,https://www.chime-frb.ca/catalog/FRB20190405A,0.4081,-,13.8,16.2,3.23,,,716.7,400.2
531,FRB20190405B,5/4/2019 23:31,58578.98019,CHIME,45:55.2,+89:09:36,121.91,27.25,620.7,1111.2,3,4.92,18,20.6,https://www.chime-frb.ca/catalog/FRB20190405B,1.0224,-,2.58,11.4,1.62,,,800.2,400.2
532,FRB20190406A,6/4/2019 13:55,58579.58013,CHIME,54:04.8,+46:57:36,76.76,18.96,539.4,580.7,0.5,2.95,2,13.1,https://www.chime-frb.ca/catalog/FRB20190406A,0.5291,-,9,13.2,1.62,,,698.5,416.6
533,FRB20190408A,8/4/2019 12:25,58581.51795,CHIME,28:48.0,+71:35:60,102.53,32.15,576.6,862.1,0.6,1.97,1.5,9.2,https://www.chime-frb.ca/catalog/FRB20190408A,0.8066,-,13.8,15.6,1.62,,,716.5,464.1
534,FRB20190409A,9/4/2019 0:09,58582.00693,CHIME,18:04.8,+06:43:12,195.69,-17.22,524.7,1789,3,2.95,9,14.5,https://www.chime-frb.ca/catalog/FRB20190409A,1.5964,-,12,16.2,3.23,,,800.2,400.2
535,FRB20190409B,9/4/2019 3:25,58582.14282,CHIME,26:36.0,+63:28:12,152.75,34.46,545.5,297.6,0.4,30.47,7,12.3,https://www.chime-frb.ca/catalog/FRB20190409B,0.2854,-,13.2,12.6,12.94,,,707.3,420.6
536,FRB20190409C,9/4/2019 11:43,58582.48866,CHIME,50:24.0,+71:37:12,103.5,35.07,418.3,674.5,1,1.97,2.2,11.2,https://www.chime-frb.ca/catalog/FRB20190409C,0.6397,-,13.2,14.4,1.62,,,800.2,400.2
537,FRB20190409D,9/4/2019 17:19,58582.72157,CHIME,26:33.6,+26:57:00,87.02,-25.59,507.6,1298.9,0.6,2.95,2.7,16.1,https://www.chime-frb.ca/catalog/FRB20190409D,1.2021,-,13.8,12.6,1.62,,,800.2,400.2
538,FRB20190410A,10/4/2019 12:19,58583.51376,CHIME,33:52.8,-02:22:12,21.67,16,515.7,278.2,1.6,6.88,6,9.9,https://www.chime-frb.ca/catalog/FRB20190410A,0.1903,-,13.8,22.8,6.47,,,607.9,437.4
539,FRB20190410B,10/4/2019 12:27,58583.51936,CHIME,43:02.4,+15:10:12,39.57,21.3,454.4,642.1,0.2,1.97,0.4,20.4,https://www.chime-frb.ca/catalog/FRB20190410B,0.5873,-,1.2,12,1.62,,,542.5,400.2
540,FRB20190411A,11/4/2019 0:37,58584.02593,CHIME,20:00.0,+83:53:24,129.12,24.58,800.2,461,1.2,1.97,1.4,11,https://www.chime-frb.ca/catalog/FRB20190411A,0.4229,-,16.2,18,1.62,,,800.2,400.2
541,FRB20190411B,11/4/2019 5:01,58584.20912,CHIME,16:07.2,+29:13:48,200.11,55.89,507.5,1227.7,0.9,3.93,3.7,15.6,https://www.chime-frb.ca/catalog/FRB20190411B,1.1581,-,12,12.6,1.62,,,800.2,400.2
542,FRB20190411C,11/4/2019 19:20,58584.80598,CHIME,37:19.2,+20:30:00,122.07,-42.62,636.5,234.5,3.2,2.95,9,32.2,https://www.chime-frb.ca/catalog/FRB20190411C,0.235,-,3.24,12.6,1.62,,,800.2,473.1
543,FRB20190411C,11/4/2019 19:20,58584.80598,CHIME,37:19.2,+20:30:00,122.07,-42.62,636.5,234.5,3.2,2.95,9,32.2,https://www.chime-frb.ca/catalog/FRB20190411C,0.235,-,3.24,12.6,1.62,,,800.2,416.6
544,FRB20190412A,12/4/2019 10:54,58585.45438,CHIME,13:48.0,+61:52:12,93.62,41.98,706.8,363.9,1.8,2.95,7,42,https://www.chime-frb.ca/catalog/FRB20190412A,0.3597,-,9.6,9,1.62,,,800.2,400.2
545,FRB20190412B,12/4/2019 13:43,58585.57196,CHIME,02:36.0,+19:15:00,51.37,6.26,400.2,375.3,0.7,42.27,13,12.7,https://www.chime-frb.ca/catalog/FRB20190412B,0.1331,-,13.2,15,12.94,,,625.5,400.2
